,blueGoldDiff,blueExperienceDiff,blueGoldPerMin,blueTotalGold,blueTotalExperience,blueAvgLevel,blueKills,redDeaths,blueAssists,blueTotalMinionsKilled,blueCSPerMin,blueEliteMonsters,blueDragons,blueFirstBlood,redFirstBlood,redDragons,redTotalMinionsKilled,redCSPerMin,redEliteMonsters,redAssists,blueDeaths,redKills,redAvgLevel,redTotalExperience,redTotalGold,redGoldPerMin,redExperienceDiff,redGoldDiff,blueWins
2284,1212,-257,1887.8,18878,18276,6.8,11,11,13,222,22.2,0,0,1,0,0,212,21.2,0,8,11,11,7.0,18533,17666,1766.6,257,-1212,0
2285,-1430,-2438,1478.2,14782,16617,6.8,4,4,5,211,21.1,0,0,0,1,1,236,23.6,2,3,4,4,7.2,19055,16212,1621.2,2438,1430,0
2286,-4941,-2777,1401.7,14017,16410,6.6,3,3,4,182,18.2,1,1,0,1,0,227,22.7,0,8,11,11,7.4,19187,18958,1895.8,2777,4941,0
2287,-508,-1385,1667.0,16670,17287,7.0,7,7,8,220,22.0,0,0,0,1,0,217,21.7,0,6,8,8,7.0,18672,17178,1717.8,1385,508,0
2288,-2985,-3019,1468.1,14681,17137,6.8,5,5,2,174,17.4,0,0,1,0,1,213,21.3,1,8,9,9,7.6,20156,17666,1766.6,3019,2985,0
2289,460,-952,1526.8,15268,15740,6.2,3,3,3,202,20.2,0,0,1,0,1,209,20.9,1,9,4,4,6.6,16692,14808,1480.8,952,-460,1
2290,-326,833,1574.8,15748,17980,7.0,5,5,10,203,20.3,0,0,0,1,1,204,20.4,2,5,5,5,6.6,17147,16074,1607.4,-833,326,0
2291,2670,1589,1728.4,17284,18315,7.0,9,9,9,238,23.8,1,1,1,0,0,208,20.8,0,3,4,4,6.6,16726,14614,1461.4,-1589,-2670,1
2292,-210,-130,1680.6,16806,17635,6.8,6,6,5,205,20.5,0,0,1,0,0,230,23.0,1,7,7,7,6.6,17765,17016,1701.6,130,210,0
2293,-2412,-2055,1533.4,15334,17065,6.8,5,5,7,193,19.3,0,0,0,1,0,243,24.3,0,5,6,6,7.2,19120,17746,1774.6,2055,2412,1
2294,-3737,-1022,1533.3,15333,18245,7.2,3,3,4,220,22.0,0,0,0,1,1,260,26.0,2,12,8,8,7.4,19267,19070,1907.0,1022,3737,0
2295,2026,460,1749.1,17491,19044,7.2,7,7,5,251,25.1,0,0,0,1,0,189,18.9,1,3,5,5,7.2,18584,15465,1546.5,-460,-2026,1
2296,-544,671,1569.8,15698,18966,7.4,4,4,3,214,21.4,1,1,1,0,0,238,23.8,0,5,5,5,6.8,18295,16242,1624.2,-671,544,1
2297,3399,2362,1822.3,18223,18996,7.2,7,7,10,230,23.0,2,1,1,0,0,200,20.0,0,1,4,4,6.8,16634,14824,1482.4,-2362,-3399,1
2298,793,475,1836.0,18360,19276,7.2,10,10,14,222,22.2,2,1,1,0,0,215,21.5,0,7,8,8,7.4,18801,17567,1756.7,-475,-793,1
2299,297,1259,1617.8,16178,19249,7.6,4,4,4,223,22.3,1,0,0,1,0,225,22.5,0,5,5,5,7.0,17990,15881,1588.1,-1259,-297,1
2300,-394,-1174,1504.8,15048,17795,6.8,3,3,4,223,22.3,1,1,1,0,0,253,25.3,0,3,3,3,7.2,18969,15442,1544.2,1174,394,1
2301,1897,1014,1686.5,16865,17583,6.8,7,7,14,211,21.1,0,0,0,1,0,182,18.2,0,5,4,4,6.6,16569,14968,1496.8,-1014,-1897,1
2302,222,1327,1807.2,18072,18740,7.2,7,7,8,221,22.1,0,0,0,1,1,202,20.2,1,10,9,9,6.8,17413,17850,1785.0,-1327,-222,0
2303,658,747,1750.0,17500,18895,7.2,11,11,6,193,19.3,0,0,1,0,0,193,19.3,0,10,7,7,6.8,18148,16842,1684.2,-747,-658,0
2304,-214,-334,1668.8,16688,17793,6.8,6,6,5,213,21.3,0,0,1,0,1,201,20.1,1,8,7,7,7.0,18127,16902,1690.2,334,214,0
2305,-898,-939,1738.4,17384,18722,6.8,9,9,6,227,22.7,0,0,1,0,1,225,22.5,2,9,9,9,7.2,19661,18282,1828.2,939,898,0
2306,-3439,-1460,1512.6,15126,18480,7.2,3,3,1,214,21.4,1,0,1,0,1,251,25.1,1,6,8,8,7.2,19940,18565,1856.5,1460,3439,0
2307,1892,1261,1721.4,17214,18791,7.0,7,7,4,241,24.1,0,0,1,0,0,214,21.4,0,5,5,5,6.8,17530,15322,1532.2,-1261,-1892,1
2308,-1428,-656,1738.9,17389,17933,6.8,9,9,6,226,22.6,0,0,0,1,1,237,23.7,1,12,11,11,7.0,18589,18817,1881.7,656,1428,0
2309,-1999,-647,1456.4,14564,17178,6.6,3,3,2,214,21.4,0,0,0,1,1,238,23.8,1,5,4,4,7.0,17825,16563,1656.3,647,1999,0
2310,1191,1276,1767.0,17670,19067,7.0,5,5,3,253,25.3,0,0,0,1,1,166,16.6,1,5,6,6,6.8,17791,16479,1647.9,-1276,-1191,0
2311,301,872,1629.6,16296,18903,7.2,6,6,5,216,21.6,0,0,0,1,1,229,22.9,1,5,6,6,6.8,18031,15995,1599.5,-872,-301,1
2312,-1712,-2334,1573.8,15738,16794,6.8,5,5,6,191,19.1,0,0,1,0,1,222,22.2,1,9,7,7,7.2,19128,17450,1745.0,2334,1712,0
2313,-2079,-538,1411.8,14118,17794,7.0,1,1,0,215,21.5,0,0,1,0,0,244,24.4,0,4,3,3,7.0,18332,16197,1619.7,538,2079,0
2314,-1182,-1113,1634.3,16343,16580,6.8,8,8,11,179,17.9,0,0,0,1,0,204,20.4,1,3,7,7,7.0,17693,17525,1752.5,1113,1182,0
2315,-4225,-2478,1457.9,14579,15758,6.4,2,2,3,196,19.6,0,0,0,1,0,230,23.0,0,16,12,12,7.2,18236,18804,1880.4,2478,4225,0
2316,4318,2821,1848.5,18485,18688,7.2,9,9,15,232,23.2,0,0,0,1,0,197,19.7,1,3,2,2,6.4,15867,14167,1416.7,-2821,-4318,1
2317,2741,2415,1898.2,18982,18664,7.0,12,12,11,234,23.4,0,0,1,0,0,205,20.5,0,5,5,5,6.6,16249,16241,1624.1,-2415,-2741,0
2318,-405,437,1668.8,16688,17678,6.8,6,6,5,223,22.3,1,1,1,0,0,205,20.5,0,11,7,7,6.6,17241,17093,1709.3,-437,405,1
2319,-425,-316,1483.6,14836,18769,7.0,1,1,1,261,26.1,1,1,0,1,0,255,25.5,0,2,2,2,7.2,19085,15261,1526.1,316,425,1
2320,-2928,-1796,1457.3,14573,17827,6.8,2,2,1,212,21.2,0,0,0,1,1,239,23.9,2,8,7,7,7.2,19623,17501,1750.1,1796,2928,0
2321,-3874,-2608,1570.4,15704,16313,6.4,4,4,4,206,20.6,0,0,1,0,1,238,23.8,1,17,11,11,7.4,18921,19578,1957.8,2608,3874,0
2322,-597,275,1657.8,16578,18528,7.0,7,7,10,206,20.6,1,0,0,1,1,242,24.2,1,6,6,6,6.8,18253,17175,1717.5,-275,597,0
2323,-215,-165,1604.5,16045,17324,7.0,5,5,5,208,20.8,0,0,0,1,1,216,21.6,1,6,8,8,7.0,17489,16260,1626.0,165,215,0
2324,-3613,-2636,1407.6,14076,16132,6.4,3,3,4,184,18.4,0,0,0,1,1,234,23.4,2,8,8,8,7.0,18768,17689,1768.9,2636,3613,0
2325,1630,2330,1651.8,16518,19145,7.2,7,7,9,208,20.8,2,1,1,0,0,218,21.8,0,2,3,3,6.8,16815,14888,1488.8,-2330,-1630,1
2326,-2539,-1447,1537.3,15373,16233,6.6,4,4,5,227,22.7,0,0,0,1,1,174,17.4,1,20,11,11,7.0,17680,17912,1791.2,1447,2539,0
2327,-1149,-217,1551.9,15519,18527,7.0,4,4,1,255,25.5,0,0,0,1,0,238,23.8,0,7,6,6,7.2,18744,16668,1666.8,217,1149,0
2328,2011,2996,1679.5,16795,19175,7.4,9,9,10,203,20.3,1,0,0,1,1,202,20.2,1,3,3,3,6.6,16179,14784,1478.4,-2996,-2011,1
2329,-1870,-1732,1594.1,15941,17256,6.8,8,8,15,162,16.2,1,0,0,1,1,245,24.5,1,5,6,6,7.4,18988,17811,1781.1,1732,1870,0
2330,2296,3462,1767.6,17676,20228,7.4,7,7,7,233,23.3,1,1,1,0,0,212,21.2,0,4,4,4,6.8,16766,15380,1538.0,-3462,-2296,1
2331,-278,571,1505.6,15056,18397,6.8,3,3,1,225,22.5,1,1,0,1,0,208,20.8,0,7,4,4,6.8,17826,15334,1533.4,-571,278,1
2332,-1665,-1607,1528.2,15282,17428,6.8,2,2,3,243,24.3,0,0,0,1,1,248,24.8,2,7,5,5,7.2,19035,16947,1694.7,1607,1665,1
2333,-1527,-457,1518.9,15189,18569,6.8,3,3,2,217,21.7,0,0,0,1,1,224,22.4,1,9,7,7,7.2,19026,16716,1671.6,457,1527,0
2334,160,-337,1628.5,16285,17681,7.0,6,6,8,230,23.0,0,0,0,1,0,204,20.4,0,8,5,5,6.8,18018,16125,1612.5,337,-160,1
2335,2498,1487,1838.2,18382,19220,7.0,8,8,11,224,22.4,1,1,1,0,0,217,21.7,0,5,4,4,7.0,17733,15884,1588.4,-1487,-2498,1
2336,-1556,286,1574.6,15746,17836,7.0,4,4,4,195,19.5,1,1,0,1,0,237,23.7,0,6,7,7,6.8,17550,17302,1730.2,-286,1556,1
2337,-3324,-1649,1614.1,16141,19127,7.2,5,5,4,215,21.5,0,0,0,1,1,236,23.6,1,8,12,12,7.6,20776,19465,1946.5,1649,3324,0
2338,-209,800,1555.8,15558,17405,6.6,5,5,2,221,22.1,1,0,0,1,1,185,18.5,1,8,6,6,6.8,16605,15767,1576.7,-800,209,1
2339,1386,1830,1548.6,15486,18701,7.0,2,2,1,251,25.1,0,0,1,0,0,234,23.4,0,0,0,0,6.4,16871,14100,1410.0,-1830,-1386,1
2340,2094,2937,1733.5,17335,17918,6.8,9,9,16,193,19.3,0,0,1,0,0,170,17.0,0,14,6,6,6.2,14981,15241,1524.1,-2937,-2094,1
2341,-7070,-4989,1259.8,12598,14826,6.0,1,1,1,204,20.4,0,0,0,1,0,220,22.0,0,15,14,14,7.4,19815,19668,1966.8,4989,7070,0
2342,1133,1833,1738.5,17385,18349,7.2,9,9,6,216,21.6,2,1,0,1,0,178,17.8,0,7,8,8,6.8,16516,16252,1625.2,-1833,-1133,1
2343,906,1330,1645.2,16452,17946,6.8,6,6,11,208,20.8,1,1,0,1,0,185,18.5,0,7,5,5,6.6,16616,15546,1554.6,-1330,-906,1
2344,-2523,-2980,1599.6,15996,15159,6.2,8,8,10,185,18.5,0,0,1,0,0,231,23.1,1,10,8,8,6.8,18139,18519,1851.9,2980,2523,1
2345,-129,-726,1637.0,16370,16868,6.6,6,6,3,231,23.1,0,0,0,1,0,182,18.2,0,8,7,7,7.0,17594,16499,1649.9,726,129,1
2346,-1450,340,1426.4,14264,18355,7.0,1,1,1,220,22.0,1,0,0,1,1,259,25.9,1,2,2,2,6.8,18015,15714,1571.4,-340,1450,0
2347,1217,2934,1706.1,17061,20292,7.6,5,5,3,249,24.9,1,1,0,1,0,218,21.8,0,6,4,4,6.6,17358,15844,1584.4,-2934,-1217,1
2348,91,-1992,1673.8,16738,16893,6.8,9,9,9,198,19.8,1,1,1,0,0,224,22.4,0,5,6,6,7.2,18885,16647,1664.7,1992,-91,0
2349,1128,1720,1799.9,17999,19369,7.2,9,9,5,227,22.7,0,0,0,1,1,212,21.2,1,12,9,9,7.0,17649,16871,1687.1,-1720,-1128,1
2350,672,-1567,1849.6,18496,17777,7.0,11,11,11,213,21.3,0,0,0,1,1,216,21.6,1,6,11,11,7.2,19344,17824,1782.4,1567,-672,0
2351,-33,-677,1641.4,16414,17333,6.8,7,7,11,205,20.5,0,0,0,1,0,223,22.3,0,6,6,6,7.0,18010,16447,1644.7,677,33,1
2352,1149,-530,1656.3,16563,17565,6.8,5,5,6,226,22.6,0,0,1,0,0,205,20.5,0,6,5,5,6.8,18095,15414,1541.4,530,-1149,0
2353,59,77,1431.4,14314,17525,7.0,1,1,1,244,24.4,1,1,0,1,0,224,22.4,0,1,2,2,6.8,17448,14255,1425.5,-77,-59,1
2354,399,147,1655.6,16556,18696,7.2,6,6,4,231,23.1,0,0,0,1,1,239,23.9,2,4,6,6,7.0,18549,16157,1615.7,-147,-399,1
2355,-4058,-3454,1460.4,14604,16297,6.6,4,4,6,190,19.0,1,1,1,0,0,257,25.7,1,5,7,7,7.4,19751,18662,1866.2,3454,4058,0
2356,-339,-868,1619.5,16195,18670,7.2,4,4,4,241,24.1,0,0,0,1,1,259,25.9,1,4,5,5,7.4,19538,16534,1653.4,868,339,0
2357,-3686,-2333,1466.8,14668,16843,6.6,6,6,2,198,19.8,1,1,1,0,0,232,23.2,1,7,7,7,7.2,19176,18354,1835.4,2333,3686,0
2358,-2564,170,1655.7,16557,17924,6.8,6,6,8,232,23.2,0,0,0,1,1,219,21.9,1,25,11,11,6.8,17754,19121,1912.1,-170,2564,1
2359,106,-462,1686.3,16863,17727,6.6,7,7,10,216,21.6,1,1,1,0,0,184,18.4,0,9,8,8,7.2,18189,16757,1675.7,462,-106,1
2360,1910,1136,1969.4,19694,19555,7.2,13,13,16,215,21.5,2,1,1,0,0,212,21.2,0,13,9,9,7.2,18419,17784,1778.4,-1136,-1910,1
2361,2400,2600,1852.3,18523,19699,7.2,10,10,8,229,22.9,1,1,0,1,0,191,19.1,0,6,8,8,6.8,17099,16123,1612.3,-2600,-2400,1
2362,975,1131,1761.8,17618,18069,7.0,10,10,8,212,21.2,1,1,1,0,0,196,19.6,0,4,8,8,6.8,16938,16643,1664.3,-1131,-975,1
2363,4671,4193,1875.1,18751,20236,7.2,9,9,9,249,24.9,0,0,1,0,1,177,17.7,1,5,4,4,6.6,16043,14080,1408.0,-4193,-4671,0
2364,-5540,-3682,1393.2,13932,15660,6.4,2,2,2,193,19.3,1,1,1,0,0,245,24.5,0,13,11,11,7.2,19342,19472,1947.2,3682,5540,0
2365,-2037,-1895,1639.4,16394,17514,7.2,5,5,9,238,23.8,1,1,1,0,0,229,22.9,1,12,9,9,7.2,19409,18431,1843.1,1895,2037,0
2366,1281,-5,1827.6,18276,17133,6.8,11,11,12,202,20.2,1,1,1,0,0,214,21.4,0,10,7,7,6.6,17138,16995,1699.5,5,-1281,1
2367,1672,1341,1772.2,17722,18023,7.0,9,9,14,215,21.5,1,1,1,0,0,205,20.5,0,8,7,7,6.8,16682,16050,1605.0,-1341,-1672,1
2368,2123,2669,1651.7,16517,19476,7.2,5,5,4,246,24.6,2,1,1,0,0,220,22.0,0,4,2,2,6.6,16807,14394,1439.4,-2669,-2123,0
2369,-646,-148,1533.7,15337,16528,6.6,5,5,6,198,19.8,0,0,0,1,0,197,19.7,0,9,7,7,6.6,16676,15983,1598.3,148,646,0
2370,-72,529,1756.9,17569,18822,7.2,7,7,7,239,23.9,0,0,0,1,1,209,20.9,2,11,9,9,7.0,18293,17641,1764.1,-529,72,1
2371,2268,635,1758.5,17585,18820,7.4,9,9,9,240,24.0,1,1,1,0,0,219,21.9,0,3,4,4,7.2,18185,15317,1531.7,-635,-2268,1
2372,-2365,-2046,1595.0,15950,18040,7.0,5,5,4,231,23.1,0,0,0,1,1,233,23.3,1,6,9,9,7.4,20086,18315,1831.5,2046,2365,0
2373,-136,-290,1653.1,16531,17534,7.0,7,7,9,218,21.8,0,0,1,0,1,243,24.3,2,8,6,6,7.0,17824,16667,1666.7,290,136,1
2374,-2683,-1320,1659.9,16599,16907,6.6,8,8,9,189,18.9,1,1,0,1,0,209,20.9,1,17,11,11,7.2,18227,19282,1928.2,1320,2683,0
2375,441,626,1608.6,16086,18044,7.0,5,5,6,222,22.2,1,1,0,1,0,235,23.5,0,5,4,4,6.8,17418,15645,1564.5,-626,-441,0
2376,-950,-1785,1506.5,15065,17423,6.8,1,1,1,252,25.2,0,0,0,1,0,238,23.8,0,6,5,5,7.2,19208,16015,1601.5,1785,950,0
2377,-2727,-2041,1394.6,13946,16248,6.4,2,2,1,227,22.7,0,0,0,1,1,220,22.0,1,10,7,7,7.0,18289,16673,1667.3,2041,2727,0
2378,-64,239,1652.6,16526,19072,7.2,7,7,10,217,21.7,0,0,0,1,0,214,21.4,0,4,5,5,7.0,18833,16590,1659.0,-239,64,0
2379,222,-72,1649.5,16495,17444,6.8,7,7,8,211,21.1,0,0,1,0,1,205,20.5,1,6,6,6,6.8,17516,16273,1627.3,72,-222,0
2380,862,1098,1700.9,17009,18492,7.2,3,3,1,238,23.8,1,0,0,1,1,252,25.2,1,5,3,3,6.8,17394,16147,1614.7,-1098,-862,1
2381,-2636,-839,1541.9,15419,17517,6.4,4,4,3,191,19.1,0,0,1,0,0,225,22.5,0,9,10,10,6.8,18356,18055,1805.5,839,2636,0
2382,23,-338,1646.0,16460,17849,7.0,7,7,9,220,22.0,1,1,0,1,0,222,22.2,0,8,5,5,7.0,18187,16437,1643.7,338,-23,1
2383,-1565,-1752,1636.4,16364,16467,6.4,7,7,6,223,22.3,0,0,0,1,1,170,17.0,2,14,11,11,7.0,18219,17929,1792.9,1752,1565,0
2384,1545,1824,1643.4,16434,18132,6.8,6,6,7,216,21.6,0,0,1,0,1,233,23.3,1,3,3,3,6.4,16308,14889,1488.9,-1824,-1545,1
2385,2260,248,1768.5,17685,17947,7.0,9,9,11,224,22.4,0,0,1,0,0,226,22.6,0,3,4,4,7.0,17699,15425,1542.5,-248,-2260,0
2386,-2535,-2654,1650.6,16506,16828,6.8,6,6,8,216,21.6,0,0,0,1,1,228,22.8,1,10,10,10,7.4,19482,19041,1904.1,2654,2535,1
2387,1514,1421,1717.4,17174,18060,6.8,9,9,9,212,21.2,0,0,0,1,0,187,18.7,1,6,6,6,6.8,16639,15660,1566.0,-1421,-1514,1
2388,-1426,-26,1477.1,14771,17825,7.0,3,3,6,227,22.7,0,0,0,1,1,218,21.8,2,4,5,5,7.0,17851,16197,1619.7,26,1426,1
2389,-2414,-3087,1635.9,16359,15794,6.4,6,6,10,182,18.2,1,1,1,0,0,225,22.5,0,4,8,8,7.2,18881,18773,1877.3,3087,2414,1
2390,1007,1105,1587.1,15871,18125,7.0,5,5,10,219,21.9,1,1,0,1,0,164,16.4,1,8,5,5,6.8,17020,14864,1486.4,-1105,-1007,1
2391,4749,3580,1821.5,18215,18418,7.2,6,6,6,256,25.6,1,1,1,0,0,207,20.7,0,1,2,2,6.2,14838,13466,1346.6,-3580,-4749,1
2392,-1358,-1063,1574.7,15747,17856,7.0,5,5,3,214,21.4,0,0,1,0,0,219,21.9,0,8,8,8,7.0,18919,17105,1710.5,1063,1358,1
2393,1474,963,1646.4,16464,18030,7.2,7,7,7,209,20.9,0,0,0,1,0,225,22.5,0,3,3,3,6.6,17067,14990,1499.0,-963,-1474,1
2394,2588,1543,1642.4,16424,17611,6.8,8,8,7,196,19.6,0,0,1,0,0,185,18.5,1,0,2,2,6.6,16068,13836,1383.6,-1543,-2588,1
2395,14,202,1749.4,17494,17832,6.8,9,9,14,201,20.1,1,1,0,1,0,243,24.3,0,9,8,8,7.0,17630,17480,1748.0,-202,-14,0
2396,5359,4990,1869.1,18691,20672,7.2,8,8,8,228,22.8,1,0,1,0,1,208,20.8,1,2,1,1,6.4,15682,13332,1333.2,-4990,-5359,1
2397,-3620,-282,1644.6,16446,18130,7.0,7,7,6,218,21.8,1,0,0,1,0,229,22.9,0,16,11,11,6.8,18412,20066,2006.6,282,3620,0
2398,-2295,-2516,1625.9,16259,16527,6.8,7,7,8,184,18.4,0,0,1,0,0,228,22.8,0,13,10,10,7.2,19043,18554,1855.4,2516,2295,0
2399,-2932,-2135,1623.1,16231,18316,7.2,4,4,4,211,21.1,1,1,1,0,0,215,21.5,0,15,11,11,7.4,20451,19163,1916.3,2135,2932,0
2400,2037,-281,1614.6,16146,16204,6.6,7,7,8,196,19.6,1,1,1,0,0,172,17.2,0,3,3,3,6.4,16485,14109,1410.9,281,-2037,0
2401,992,-609,1734.4,17344,17484,6.8,9,9,8,191,19.1,1,1,1,0,0,206,20.6,0,6,6,6,7.0,18093,16352,1635.2,609,-992,1
2402,1568,611,1732.7,17327,18655,7.0,8,8,12,203,20.3,0,0,0,1,0,212,21.2,0,5,5,5,7.0,18044,15759,1575.9,-611,-1568,1
2403,-727,322,1656.8,16568,18066,7.0,6,6,3,215,21.5,1,0,1,0,1,211,21.1,1,10,7,7,7.0,17744,17295,1729.5,-322,727,0
2404,-185,45,1573.2,15732,18040,7.0,3,3,4,241,24.1,0,0,1,0,1,238,23.8,1,4,4,4,7.0,17995,15917,1591.7,-45,185,0
2405,1322,2276,1681.2,16812,19678,7.0,7,7,5,228,22.8,0,0,1,0,1,215,21.5,1,5,5,5,6.6,17402,15490,1549.0,-2276,-1322,1
2406,1068,618,1645.2,16452,19307,7.2,4,4,2,273,27.3,0,0,1,0,0,253,25.3,0,4,2,2,7.2,18689,15384,1538.4,-618,-1068,1
2407,1975,1433,1742.7,17427,19221,7.0,6,6,6,249,24.9,1,1,1,0,0,234,23.4,0,2,3,3,7.0,17788,15452,1545.2,-1433,-1975,1
2408,2391,1726,1689.2,16892,18221,7.0,7,7,10,207,20.7,1,1,0,1,0,190,19.0,0,1,3,3,6.6,16495,14501,1450.1,-1726,-2391,1
2409,570,368,1700.3,17003,18752,7.2,5,5,4,252,25.2,0,0,0,1,0,235,23.5,0,4,5,5,7.2,18384,16433,1643.3,-368,-570,1
2410,1138,1758,1683.6,16836,18457,7.2,7,7,11,205,20.5,1,1,1,0,0,223,22.3,0,3,4,4,6.6,16699,15698,1569.8,-1758,-1138,0
2411,-6972,-3956,1443.4,14434,16488,6.6,3,3,4,181,18.1,1,1,0,1,0,240,24.0,1,10,11,11,7.6,20444,21406,2140.6,3956,6972,0
2412,-422,-43,1669.6,16696,17704,6.8,7,7,9,202,20.2,0,0,0,1,1,189,18.9,2,10,7,7,7.0,17747,17118,1711.8,43,422,1
2413,2906,2360,1697.4,16974,18550,7.2,8,8,12,182,18.2,1,1,1,0,0,201,20.1,0,1,1,1,6.4,16190,14068,1406.8,-2360,-2906,1
2414,-4566,-2032,1365.3,13653,17299,7.0,2,2,3,178,17.8,1,1,0,1,0,260,26.0,1,5,6,6,7.2,19331,18219,1821.9,2032,4566,0
2415,-1571,-693,1393.4,13934,17303,6.8,1,1,1,222,22.2,1,1,0,1,0,191,19.1,0,6,4,4,7.0,17996,15505,1550.5,693,1571,0
2416,-3556,-2950,1340.5,13405,15825,6.6,0,0,0,214,21.4,0,0,0,1,0,237,23.7,0,6,7,7,7.0,18775,16961,1696.1,2950,3556,0
2417,3015,3067,1874.7,18747,19584,7.2,10,10,9,225,22.5,2,1,1,0,0,184,18.4,0,5,6,6,6.8,16517,15732,1573.2,-3067,-3015,1
2418,-324,1651,1515.6,15156,18116,7.0,3,3,2,217,21.7,1,0,0,1,1,220,22.0,1,5,4,4,6.6,16465,15480,1548.0,-1651,324,1
2419,1350,577,1924.1,19241,18942,7.0,11,11,12,198,19.8,1,1,0,1,0,247,24.7,0,11,7,7,7.0,18365,17891,1789.1,-577,-1350,1
2420,394,-55,1586.6,15866,17452,6.8,7,7,6,176,17.6,1,1,0,1,0,216,21.6,0,4,5,5,6.8,17507,15472,1547.2,55,-394,1
2421,-1597,-715,1424.7,14247,16806,6.6,3,3,2,226,22.6,1,1,0,1,0,218,21.8,1,8,5,5,6.8,17521,15844,1584.4,715,1597,1
2422,-5355,-5889,1349.3,13493,14240,6.2,3,3,4,167,16.7,0,0,0,1,1,234,23.4,1,9,8,8,7.4,20129,18848,1884.8,5889,5355,0
2423,145,972,1585.5,15855,18078,7.0,4,4,1,238,23.8,1,1,1,0,0,224,22.4,0,7,5,5,6.6,17106,15710,1571.0,-972,-145,1
2424,1120,477,1518.6,15186,17891,7.0,1,1,1,231,23.1,1,0,1,0,1,196,19.6,1,2,1,1,6.8,17414,14066,1406.6,-477,-1120,1
2425,99,277,1717.6,17176,17299,6.8,10,10,12,188,18.8,1,1,1,0,0,203,20.3,0,8,7,7,6.6,17022,17077,1707.7,-277,-99,1
2426,980,403,1694.7,16947,18756,7.2,5,5,7,226,22.6,2,1,0,1,0,243,24.3,0,3,5,5,6.8,18353,15967,1596.7,-403,-980,1
2427,5351,3549,1952.8,19528,19357,7.2,11,11,10,234,23.4,1,1,1,0,0,211,21.1,0,2,2,2,6.4,15808,14177,1417.7,-3549,-5351,1
2428,-2490,-1110,1377.5,13775,17108,6.8,1,1,1,206,20.6,0,0,0,1,1,237,23.7,1,4,6,6,7.2,18218,16265,1626.5,1110,2490,0
2429,3750,2742,1841.8,18418,18311,7.0,10,10,12,247,24.7,2,1,1,0,0,194,19.4,0,6,5,5,6.4,15569,14668,1466.8,-2742,-3750,1
2430,-755,-1590,1481.5,14815,16774,6.4,3,3,3,189,18.9,0,0,1,0,1,210,21.0,1,6,4,4,7.0,18364,15570,1557.0,1590,755,1
2431,4161,2591,2172.8,21728,20117,7.4,13,13,20,242,24.2,1,0,1,0,0,214,21.4,0,15,8,8,6.8,17526,17567,1756.7,-2591,-4161,1
2432,1476,1149,1634.8,16348,18350,7.0,5,5,8,243,24.3,1,1,1,0,0,233,23.3,0,4,2,2,6.8,17201,14872,1487.2,-1149,-1476,0
2433,336,936,1630.2,16302,18772,7.2,6,6,8,231,23.1,2,1,0,1,0,223,22.3,0,5,5,5,7.0,17836,15966,1596.6,-936,-336,0
2434,-234,-406,1541.0,15410,17797,6.8,3,3,4,216,21.6,1,0,1,0,1,236,23.6,1,2,5,5,7.0,18203,15644,1564.4,406,234,0
2435,-1901,-3111,1511.9,15119,16105,6.4,4,4,3,216,21.6,0,0,1,0,1,216,21.6,1,10,8,8,7.2,19216,17020,1702.0,3111,1901,0
2436,-519,-643,1656.1,16561,17480,7.0,7,7,7,201,20.1,0,0,1,0,1,228,22.8,2,9,8,8,7.0,18123,17080,1708.0,643,519,0
2437,-2301,-2659,1373.6,13736,15897,6.6,1,1,2,180,18.0,0,0,0,1,1,226,22.6,2,3,5,5,7.2,18556,16037,1603.7,2659,2301,0
2438,481,977,1548.1,15481,17390,6.6,4,4,5,222,22.2,1,0,1,0,1,199,19.9,1,8,5,5,6.4,16413,15000,1500.0,-977,-481,0
2439,-1413,-1302,1596.7,15967,18406,7.0,4,4,3,227,22.7,0,0,0,1,1,256,25.6,2,9,6,6,7.2,19708,17380,1738.0,1302,1413,0
2440,-135,-997,1662.7,16627,18363,7.0,5,5,6,223,22.3,0,0,0,1,1,236,23.6,1,7,6,6,7.0,19360,16762,1676.2,997,135,1
2441,442,-145,1708.7,17087,17623,6.8,9,9,8,190,19.0,0,0,0,1,0,186,18.6,1,7,8,8,6.8,17768,16645,1664.5,145,-442,1
2442,2356,2431,1761.2,17612,19905,7.6,6,6,8,246,24.6,1,1,0,1,0,213,21.3,0,2,3,3,7.0,17474,15256,1525.6,-2431,-2356,1
2443,266,-912,1673.1,16731,16329,6.4,8,8,17,205,20.5,0,0,1,0,1,218,21.8,1,6,6,6,6.6,17241,16465,1646.5,912,-266,0
2444,525,476,1836.0,18360,17412,6.8,12,12,17,202,20.2,1,1,0,1,0,218,21.8,0,7,8,8,6.6,16936,17835,1783.5,-476,-525,1
2445,2859,2944,1807.5,18075,19469,7.4,8,8,4,237,23.7,1,0,1,0,0,224,22.4,0,6,4,4,6.6,16525,15216,1521.6,-2944,-2859,1
2446,4253,2731,1963.6,19636,19567,7.2,10,10,11,247,24.7,0,0,1,0,1,209,20.9,2,6,5,5,6.6,16836,15383,1538.3,-2731,-4253,0
2447,1923,1300,1689.7,16897,18652,7.0,6,6,8,234,23.4,1,0,1,0,1,240,24.0,1,2,2,2,6.8,17352,14974,1497.4,-1300,-1923,1
2448,-3278,-1873,1453.8,14538,16373,6.6,4,4,4,211,21.1,0,0,1,0,0,255,25.5,1,5,5,5,7.2,18246,17816,1781.6,1873,3278,0
